course_uid,display_title_ko,display_title_en,primary_course_code,alias_course_codes,participating_departments,tags,credit_hours,lecture_hours,lab_hours,department_context,offered_2025_1,offered_2025_2,description,source_page_first_seen,raw_title_ko,raw_title_en
CH2201,유기화학 II,Organic Chemistry II,CH2201,,자연과학대학 | 화학과,,3.0,3.0,0.0,화학과,False,True,"이 과목은 유기화학 I에서 배운 내용을 바탕으로 유기분자의 구조와 반응성의 관계를 심화하여 다룬다. 방향족 화합물과 알코올, 에테르, 카르보닐기를 포함하는 화합물, 카르복실산 유도체, 아민 등의 작용기의 반응성에 대해 배우고, 학기 후반에는 탄수화물, 단백질, 핵산 등의 생체분자 에 대해 소개한다. 이를 통하여 유기화합물의 반응성, 합성법, 그리고 기능에 대해 이해하게 된다.",145,유기화학,II Organic Chemistry II
CH3104,물리화학 II,Physical Chemistry II,CH3104,,자연과학대학 | 화학과,,3.0,3.0,1.0,화학과,False,False,이 과목은 양자역학을 이용하여 원자 및 분자의 구성 원리 및 분광학을 이용한 실험법 등에 대 해 다루고 있다. 양자역학의 기본적 이론을 익히고 수소 원자와 같은 단순한 시스템에서부터 다 원자분자에 이르기까지 복잡한 화합물에 적용하는 방법 등을 소개한다. 빛을 이용하여 분자 의 구조 및 특성을 조사하는 분자분광학의 기본적인 이론과 실험에 대해서도 다루게 된다.,145,물리화학,II Physical Chemistry II
BS4217,생리학 II,Physiology II,BS4217,,생명·의과학융합대학 | 생명과학과,,3.0,3.0,0.0,생명과학과,False,False,"생리학은 생물체의 기능을 물리·화학적 원리로 이해하고자 하는 학문이다. 생리학은 그 관심의 대상 및 분석의 수준에 따라 세분화 될 수 있으나, 본 과목은 동물 특히 인간을 대상으로 세포, 조직, 기관 및 기관계 수준에서 일어나는 생명현상을 이해하고자 한다. 타 과목과의 중복을 최 소화하고 심도있는 학습을 위하여, 근육생리학, 심혈관계 순환, 호흡과 폐순환, 의장관 생리학, 내분비 생리 학 및 생식 생리학 등이 중점적으로 다루어질 예정이다. 본 과목을 통해 인체 기능 의 작동원리를 분자 및 세포 수준에서 이해할 수 있기를 기대한다.",185,생리학,II Physiology II
MD4402,분자생물학의 실질적 이해 II,Practical Understanding of Molecular Biology II,MD4402,,생명·의과학융합대학 | 의생명공학과,,3.0,3.0,0.0,의생명공학과,False,True,"이 강좌는 학부 3-4학년과 석, 박사 초기 과정의 대학원생을 대상으로 한다. 수업을 통해 학생들은 어 떻게 생물의 중요한 원리와 기전들이 분자생물학 연구를 통해 밝혀져 왔는지를 학습한다. 이는 학생들 이 실제 연구실에서 경험할 분자생물학 연구를 이해하고 설계하는 능력 향상을 돕기 위함이다.",188,분자생물학의 실질적 이해,II Practical Understanding of Molecular Biology II
PS3104,양자물리 및 연습 II,Quantum Physics & Rec. II,PS3104,,자연과학대학 | 물리·광과학과,,3.0,3.0,1.0,물리·광과학과,False,True,"이 과목은 양자물리 I을 이수한 학생들을 위한 양자물리 1년 과정의 두 번째 학기 과목이다. 이 과목에 서 다루어질 주요 주제는 3차 원 슈뢰딩거 방정식, 각운동량, 방사방정식, 수소원자, 3차원 주기진동, 전자기장내에서의 하전입자, 스핀, 동일입자, 각운동량의 합, 분자 및 분자구조, 비축퇴 및 축퇴 섭동이 론, 시간에 무관한 및 의존하는 섭동이론, 충돌 이론, 매질에서의 방사광흡수 등이다. P53105 열역학 및 통계물리 Thermodynamics and Statistical Physics [3:0:3] 이 과목은 열 및 통계 물리에 대한 기본 개념을 제공하게 될 것이다. 이 과목에서 다루어질 주 요 주제는 확률, 통계역학 및 열역학에 대 한 소개, 마음대로걷기문제에서의 평균값계산, 가우시 안 확률분포, 입자계의 통계적 묘사 (통계적 앙상블, 통계역학의 기본가정, 확률 계산), 열역학법 칙, 고전 및 양자계에서의 확률분포, 미세정규, 정규 및 대정규 분배함수 및 관련된 열역학 포텐 셜, 평형상태에서의 묽은 기체의 동역학이론, 상과 화학종간의 동역학, 이상기체의 양자통계학, 상호작용하는 입자계, 수송과정의 기초 동역학 이론 등 이다.",140,양자물리 및 연습,II Quantum Physics & Rec. II
HS3752,전략경영 II,Strategic Management II,HS3752,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,True,False,"전략경영은 기업이 어떻게 지속가능한 경쟁우위를 획득하는지에 대한 학문으로 크게 사업전략과 기업전략으로 구성된다. 사업전략이 하나의 사업에 대한 전략만을 고려한다면, 기업전략은 하나 이상의 사업을 영위할 때 발생하는 여러 문제들과 기회들에 대하여 다루며, 대부분의 기업들이 사실상 하나 이상의 사업을 영위하고 있다는 점에서 그 중요성이 더욱 크다. 이 과목의 목표는 여러 거대기업들의 전략적 행동들과 이 의 경영학적 함의, 그리고 그 전략적 행동들이 기업들의 성패에 기여하는 메커니즘에 대한 확실한 이해를 갖추는 데에 있다.",108,전략경영,II Strategic Management II
CT4101,아이디어와 디지털 표현,Ideas and Digital Expressions,CT4101,,정보컴퓨팅대학 | AI융합학과,,3.0,1.0,4.0,문화기술 부전공,False,False,주어진 과제의 목표와 현상을 분석하고 이 분석 결과를 토대로 무한한 상상을 하며 가상의 디지 털 환경 안에서 기본적 원리를 이해하며 모든 사람들이 공감할 수 있도록 이에 대한 과정을 디 지털로 시각화하여 표현한다.,131,아이디어와 디지털 표현,Ideas and Digital Expressions
HS3839,질병과 사회,Illness and Society,HS3839,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,False,True,"이 강의는 의료인류학의 주요 주제들과 과학기술학의 관련 주제들을 함께 다루면서 기초적인 내용 을 제공할 것이다. 우리는 다음과 같은 여러 영역을 탐색하면서 건강, 질병, 생의학, 전염병 등을 이해하려고 시작할 것이다: 몸과 자아는 질병을 겪으면서 어떻게 재구성되는가? 건강과 질병이라는 아이디어는 어떻게 순환하는가? 어떻게 사회 제도들은 사회적 불평등을 건강 불평등으로 바꾸어내 는가? 우리는 의료인류학과 의료사회학의 현대 저작들을 읽고 수업시간에 토론할 것이다.",111,질병과 사회,Illness and Society
BS3208,면역학,Immunology,BS3208,,생명·의과학융합대학 | 생명과학과,,3.0,3.0,0.0,생명과학과,False,True,"생명체를 외부의 병원성 인자 (병원성 생명체 및 병원성 물질)로부터 보호하는 면역시스템은 개 체를 보호하고 유지하는데 매우 중요 한 역할을 한다. 이 과정에서, 생명체가 외부 병원성 인자 를 인식하여야 하며, 인식 후 방어하는 기작이 있어야 한다. 방어 기작에 관여하는 시스템에는 선천면역 시스템과 척추동물에만 존재하는 후천면역 시스템이 있으며, 이 두 시스템은 병원성 인자를 방어하는데 있어 유기적 관계를 가지고 있다. 본 면역학 강좌에서는, 면역시스템에서 병 원성 인자를 비 병원성 인자와 구분하는 원리와 선천면역 시스템에서 후천면역 시스템으로 연결 되는 유기적 관계를 이해하는데 그 목적이 있다.",184,면역학,Immunology
HS2522,개성과 정체성: 성장소설의 이해,Individuality and Identity,HS2522,,기초교육학부 | HUS,,3.0,3.0,0.0,인문 선택,False,False,"‘성장소설’ 혹은 ‘교양소설’은 서구 근대문학의 주요 장르로, 주제와 서사 양면에서 근대 소설의 발전에 핵심적 역할을 한 장르이다. 이 강의에서는 대표적인 백인 남성 서사인 19세기 성장소설 과 비백인(과) 여성의 관점을 담은 현대의 성장소설을 함께 이해하고 토론한다.",92,개성과 정체성: 성장소설의 이해,Individuality and Identity
MD4106,감염학,Infectious Diseases,MD4106,,생명·의과학융합대학 | 의생명공학과,,3.0,3.0,0.0,의생명공학과,False,False,"이 교과목은 인체와 감염질환 병원체 즉, 바이러스, 세균, 진균 등과의 상호관계를 소개하는 내 용이다. 이 교과목에서는 인체 감염질환의 역사를 포함하여 병원체에 대한 방어기작, 여러 병원 체의 특성, 및 새로운 치료제 개발을 위한 실험적 시도 등을 학습한다. 또한 이 교과목을 통하여 최근 인류의 생존을 위협하고 있는 코비드-19 같은 공중감염 질환에 관하여도 학습할 것이다.",188,감염학,Infectious Diseases
HS2705,"정보사회론: 기술, 미디어, 대중문화","Information Society: Technology, Media, and Popular Culture",HS2705,,기초교육학부 | PPE,,3.0,3.0,0.0,융합기술원 | 에너지융합대학원,False,False,"This course, first, deals with theoretical explanations of so-called ‘information society’, and examines technological and institutional aspects of information society, such as industrial organizations and media. This course also examines such issues as interactions in cyber-space, e-government and governance, changes in corporate organization and work, democracy and education, information gap and inequality, intellectual property rights, popular culture and globalization.",97,"정보사회론: 기술, 미디어, 대중문화","Information Society: Technology, Media, and Popular Culture"
EC4310,정보이론,Information Theory,EC4310,,정보컴퓨팅대학 | 전기전자컴퓨터공학과,,3.0,3.0,0.0,전기전자컴퓨터공학과,False,False,"정보 이론 입문; 다루는 주제에는 엔트로피, 상호 정보, 점근적 등분할 이론, 엔트로피 비율, 데 이터 압축, 노이즈 채널 용량, 채널 코딩 정리가 포함된다. 블록체인, 기계학습 및 분류, 부호 및 암호화에 대한 기본 정보 이론적 아이디어의 적용.",124,정보이론,Information Theory
CH3107,무기화학,Inorganic Chemistry,CH3107,,자연과학대학 | 화학과,,3.0,3.0,0.0,화학과,True,False,"이 과목은 무기화학의 기본 개념 및 이론을 이해하는 것을 목표로 한다. 그에 따라 강의 주제는 배위결합화학, 유기금속화학, 생무기 화학 분야에서 발견되는 분자 구조, 화학 결합, 고체 구조 와 관련된 중요 이론과 내용을 포함한다.",145,무기화학,Inorganic Chemistry
CH4224,무기나노화학,Inorganic Nanochemistry,CH4224,,자연과학대학 | 화학과,,3.0,3.0,0.0,화학과,False,False,이 과목은 재료과학화학을 전공하는 3학년 또는 4학년 학부생을 위해 만들어졌다. 이 과정은 나 노과학 및 나노기술과 관련된 결정성 고체의 기본 원리에서 시작하여 화학의 최근 기술적인 발 전에 중점을 두고 다양한 유형의 나노 구조의 합성에서 화학의 역할을 소개한다.,148,무기나노화학,Inorganic Nanochemistry
EC4221,지능형 모터 융합 프로젝트,Intelligent Motor Integration Project,EC4221,,정보컴퓨팅대학 | 전기전자컴퓨터공학과,,3.0,2.0,2.0,전기전자컴퓨터공학과,False,True,"This course provides basic knowledge as well as creative convergence projects to cultivate talent for the Intelligent Motor Track. To this end, students will build a theoretical foundation in the design and control of motors and study signal processing and artificial intelligence techniques related to the operation of motors.Seminars will be held by inviting practicing engineers, field trips will be conducted to gain experience in the field, and creative and convergent team projects are conducted to acquire knowledge to advance motor technology.",122,지능형 모터 융합 프로젝트,Intelligent Motor Integration Project
GS1905,중급 한국어,Intermediate Korean,GS1905,,기초교육학부 | 한국어,,2.0,3.0,0.0,언어 선택,False,False,The purpose of this course is to provide more advanced students with the necessary skills to complete certain stages of the TOPIK (Test of Proficiency in Korean) or to prepare themselves for higher-level study of the Korean language in the future.,81,중급 한국어,Intermediate Korean
GS2922,중급스페인어,Intermediate Spanish,GS2922,,기초교육학부 | GSC,,2.0,2.0,0.0,인문 선택,False,False,"“스페인의 문화와 언어”를 수강한 학생이나 스페인어에 대한 기초지식이 있는 학생을 대상으로 스페인 어 언어사용 능력을 키우고, 교재의 내용과 관련된 스페인 및 중남미 각국의 사정 등에 대해서 알아보 며 세계화 시대에 발맞추어 타 문화권에 대한 이해와 관심을 제고한다.",88,중급스페인어,Intermediate Spanish
HS3603,서양사 자료의 비판과 해석,Interpreting Historical Sources: Western Experience,HS3603,,기초교육학부 | HUS,,3.0,3.0,0.0,인문 선택,False,False,"본 강좌는 학생들이 서양사의 주요 주제들에 관련된 원자료, 즉 사료를 읽고, 이를 비판적으로 해석하며, 나아가 이들에 대한 새로운 시각을 제시하는 훈련을 위한 수업이다. 학생들은 국문과 영문 사료를 소화하고 소논문을 쓰게 된다. 홀로코스트, 소련 정치체제, 그리고 냉전과 같은 굵 직한 역사적 사건 또는 국면들에 관련된 사료들이 주를 이룰 것이다.",105,서양사 자료의 비판과 해석,Interpreting Historical Sources: Western Experience
